image_id,caption
2407120.jpg,a soccer player is running towards the ball 
2385378.jpg,a man holding a tennis racquet on a tennis court 
2411024.jpg,a orange sitting on a wooden bench 
2392162.jpg,a blue vase with a flower in it sitting on a sidewalk 
2346455.jpg,a bathroom with a toilet and a sink 
2350237.jpg,people playing frisbee in a field 
2323232.jpg,a man hitting a tennis ball with a tennis racquet 
2362508.jpg,a family sitting on the floor watching tv 
2379896.jpg,a black bird is eating a piece of fruit 
2329079.jpg,a cow standing in the middle of a car 
2407875.jpg,a boy is sitting at a table with a bunch of books 
2392837.jpg,a large airplane parked in front of a building 
2367316.jpg,people are gathered around a table with wine glasses 
2399962.jpg,a woman catching a frisbee while others watch 
2332459.jpg,a motorcycle is parked on the side of the road 
2375706.jpg,a truck with a large white sign on it 
2354910.jpg,a double decker bus parked next to a bus 
2395194.jpg,a man sitting at a table with a laptop 
2321431.jpg,a pizza with cheese and tomatoes on a plate 
2378544.jpg,a person standing on a surfboard in the ocean 
2376569.jpg,a man riding a skateboard down a ramp 
2317183.jpg,a white and blue bus is parked on the side of the street 
2381687.jpg,a person on skis in the snow 
2325657.jpg,a plane flying through the air with smoke coming out of it 
2395802.jpg,a city with tall buildings and a traffic light 
2370130.jpg,a dump truck with a lot of trash on the back 
2376541.jpg,a dog laying on the floor next to a display of food 
2364145.jpg,a table with a variety of food items on it 
2332465.jpg,a basket filled with fruit and vegetables 
2388853.jpg,a train is traveling down the tracks near a bridge 
2379114.jpg,a giraffe standing next to a red brick building 
2319838.jpg,a herd of sheep grazing in a field 
2351840.jpg,a giraffe is eating from a feeder 
2360445.jpg,a man and woman are sitting on a bus 
2350586.jpg,a boy riding a skateboard down a sidewalk 
2401592.jpg,a large clock tower with a clock on it 
2376233.jpg,a large jetliner flying through a cloudy sky 
2339524.jpg,a large jetliner sitting on top of an airport tarmac 
2343288.jpg,a clock on a pole with a sign on it 
2388847.jpg,a man swinging a tennis racket on a tennis court 
2332317.jpg,giraffes standing on top of a sandy beach 
2381863.jpg,a large jetliner flying through a blue sky 
2364151.jpg,a man riding a skateboard down a sidewalk 
2376555.jpg,a ski slope with a lot of people skiing 
2330500.jpg,a bird is perched on a water hole 
2336601.jpg,a woman in a white dress playing tennis 
2411797.jpg,a person on skis in the snow 
2379116.jpg,a large jetliner flying through a cloudy sky 
2369305.jpg,two people wind surfing in the ocean 
2345837.jpg,a train is pulling into a station with a platform 
2315966.jpg,a young boy kicking a soccer ball on a field 
2345189.jpg,a small airplane flying through a blue sky 
2372725.jpg,a cat sitting on a couch next to a wall 
2366750.jpg,a man holding a cell phone in his hand 
2376543.jpg,two people riding bikes down a street 
2331608.jpg,a clock tower with a sky background 
2369477.jpg,two young girls standing next to a suitcase 
2347952.jpg,a statue of a man sitting on a bench 
2329053.jpg,"a sandwich with lettuce, tomato, and cheese "
2402099.jpg,a woman putting a pizza in a pan 
2375738.jpg,a young boy sitting in the grass holding a baseball bat 
2374426.jpg,a cat sitting on a desk next to a laptop 
2322660.jpg,a herd of cattle grazing in a field 
2360453.jpg,a table topped with a bunch of different types of vegetables 
2338638.jpg,a bird perched on a bird feeder 
2323556.jpg,a herd of sheep standing next to a building 
2333745.jpg,a zebra and a baby zebra standing in a field 
2322890.jpg,a man catching a frisbee in a park 
2324239.jpg,a large cathedral with a large clock on it 
2331152.jpg,a bed with a canopy and a blanket on a beach 
2383938.jpg,a man holding a box of donuts in a box 
2382398.jpg,"a kitchen with a stove, refrigerator and a table "
2367472.jpg,a traffic light with a red light on it 
2375076.jpg,a young boy holding a kite in front of a crowd of people 
2373413.jpg,two little girls standing next to each other on a skateboard 
2390950.jpg,two giraffes standing next to each other 
2365271.jpg,a traffic light with a green light 
2379658.jpg,a woman walking down a sidewalk holding a cell phone 
2359588.jpg,a horse and carriage on a street 
2408588.jpg,two elephants standing in a field with trees 
2349943.jpg,a jet flying through a blue sky with a cloud 
2368755.jpg,"a bathroom with a sink, mirror, and a toilet "
2392821.jpg,a beach with chairs and umbrellas on the sand 
2327724.jpg,a woman swinging a tennis racket on a tennis court 
2361771.jpg,a man and woman playing a video game 
2388879.jpg,a man riding a wave on top of a surfboard 
2387592.jpg,a man sitting in front of a bunch of bananas 
2375937.jpg,a banana tree with a bunch of bananas hanging from it 
2372080.jpg,a man sitting on a bench reading a book 
2388892.jpg,a computer monitor sitting on top of a desk 
2400881.jpg,a bird perched on a post on a pier 
2401547.jpg,a black bear and a white bear laying in the grass 
2357228.jpg,a bathroom sink with a mirror and a towel rack 
2408563.jpg,a woman pouring wine into a glass 
2377846.jpg,"a sign that says ""no parking"" on a tree "
2407888.jpg,a table with a variety of foods on it 
2366793.jpg,a row of wooden chairs in front of a house 
2346443.jpg,a woman and a child riding a motorcycle 
2399021.jpg,a train on a train track near a building 
2396312.jpg,a yellow truck parked in a garage with a building 
2363833.jpg,a woman in a white dress playing tennis 
2364184.jpg,a man riding a wave on top of a surfboard 
2404359.jpg,a large building with a large clock on the ceiling 
2396306.jpg,a white refrigerator and sink in a room 
2325872.jpg,a man is holding a white and red fire hydrant 
2358669.jpg,a child on skis and a child on snowboards 
2367499.jpg,a man riding a wave on top of a surfboard 
2417457.jpg,two men playing frisbee in a field 
2350235.jpg,a herd of cattle standing next to a stone wall 
2347749.jpg,a toilet in a bathroom with a sink and a toilet paper roll 
2411026.jpg,a small plane is parked on the runway 
61518.jpg,two brown bears are walking in the grass 
2319635.jpg,a woman in a park with a frisbee 
2407122.jpg,a baseball bat is sitting on a table 
2403344.jpg,a teddy bear sitting on a chair with a stuffed bear 
2406214.jpg,a bird standing on a beach near the water 
2318503.jpg,an elephant standing in a fenced area next to a pond 
2397756.jpg,a traffic light on a city street 
2390987.jpg,"a sign that says ""no parking"" on a bridge "
2325682.jpg,a man sitting at a table with a cup of coffee 
2410310.jpg,two people are on a boat in the water 
2394539.jpg,a man sitting at a table with a pizza 
2392148.jpg,a bench in a park with a tree 
2351103.jpg,a woman walking down a sidewalk holding an umbrella 
2409641.jpg,a man holding a surfboard on a beach 
2327095.jpg,a man standing next to a motorcycle on a street 
2318271.jpg,two women are eating a meal together 
2349758.jpg,a traffic light with a street sign on it 
2327081.jpg,a man and woman walking on the beach with surfboards 
2341304.jpg,a brown bear standing on a log in the woods 
2390993.jpg,a man riding a horse on a dirt road 
2386129.jpg,a man is driving a red truck with a bunch of boxes on it 
2315755.jpg,a man in a suit and tie standing next to a red wall 
2398317.jpg,a parking meter on a city street 
2334943.jpg,a bench with shoes on it next to a trash can 
2343275.jpg,two baseball players standing next to each other on a field 
61524.jpg,a baseball player holding a bat on a field 
2336832.jpg,a woman sitting on a couch with a camera 
2400671.jpg,a horse standing on the beach eating grass 
2407491.jpg,a team of boys playing soccer with a group of children 
2334572.jpg,a fighter jet is on the runway 
2364423.jpg,a baseball pitcher throwing a ball on a field 
2403191.jpg,a fire hydrant with a red and white stripe on it 
2325319.jpg,a baseball player standing on a field with a glove 
2413382.jpg,a hot dog on a bun with a cup of coffee 
2387960.jpg,a plate of food with a fork and a cup of coffee 
2398840.jpg,a young boy holding an umbrella in front of a fence 
2401786.jpg,a basket filled with fruit and a basket filled with bananas 
2360645.jpg,a woman is playing tennis on a court 
2340595.jpg,a rusty truck parked in a field next to a tree 
2368219.jpg,a man riding a skateboard on top of a cement block 
2400498.jpg,a person laying on a bed with a red blanket 
2371984.jpg,a man holding a cell phone in his hand 
2370442.jpg,a man in a chef's hat holding a pizza 
2343936.jpg,a desk with a computer monitor and a keyboard 
2372533.jpg,a train on a track near a train station 
2374142.jpg,a blue and yellow bird sitting on a branch 
2367658.jpg,a bird standing on a sandy beach 
2329251.jpg,a person on a surfboard in the water 
2356485.jpg,a man is para sailing in the ocean 
2376755.jpg,a cat eating a donut with a person 
2362708.jpg,a train is stopped at a train station 
2321625.jpg,a man on a skateboard doing a trick 
2359946.jpg,a person on skis jumping over a snow covered slope 
2371012.jpg,a man flying a kite in a park 
2378988.jpg,a plate of food with french fries and a bottle of beer 
2389971.jpg,"a bathroom with a sink, mirror, and bathtub "
2365701.jpg,a street sign on a pole with a street name 
2335122.jpg,a bathroom with a mirror and a sink 
2387790.jpg,a baseball player swinging a bat at a ball 
2397583.jpg,people standing around a train 
2338406.jpg,a man preparing food in a kitchen 
2395394.jpg,a man riding a motorcycle on a track 
2331344.jpg,two men are posing for a picture with their snowboards 
2401976.jpg,a row of wooden benches on a dock 
2348687.jpg,a computer mouse and keyboard sitting on a desk 
2328173.jpg,three skiers are posing for a picture in the snow 
2417872.jpg,a black and white cat laying on a person's lap 
2325457.jpg,elephants are standing in the water 
2324991.jpg,a sheep laying on a blanket next to a sheep 
2365098.jpg,a train is traveling down the tracks near a fence 
2335877.jpg,a cat drinking water from a bowl on a table 
2412739.jpg,a man holding a surfboard standing on the beach 
2417899.jpg,a dog is sitting on the ground with a toy 
2321802.jpg,a clock on a pole in a building 
2378977.jpg,a train on a track with snow on the ground 
2349572.jpg,a man riding a skateboard on top of a cement block 
2417641.jpg,a baseball player swinging a bat on a field 
2384514.jpg,a bear cub is standing in a fence 
2360686.jpg,a baseball player standing on a field with a bat 
2407334.jpg,two giraffes standing in a field near trees 
2384272.jpg,"a bathroom with a sink, toilet and bathtub "
2316710.jpg,a man and a woman sitting on a sidewalk 
2392410.jpg,"a bedroom with a bed, desk, and a lamp "
2405523.jpg,a man riding a wave on top of a surfboard 
2397568.jpg,a woman in a bikini on a surfboard in the water 
2396662.jpg,a skateboarder doing a trick on a ramp 
2355629.jpg,zebras standing in a field 
2411542.jpg,people sitting under umbrellas at a picnic 
2319351.jpg,motorcycles are driving down the street 
2394713.jpg,a bowl of broccoli and other vegetables on a table 
2380766.jpg,a stuffed bear sitting on top of a desk 
2403620.jpg,a table topped with plates of donuts and pastries 
2344042.jpg,two seagulls are standing on the beach 
2381478.jpg,a street sign on a pole in front of a building 
2351301.jpg,"a bathroom with a toilet, sink, and bathtub "
2400301.jpg,a woman is cutting into a sandwich on a table 
2333584.jpg,a man and woman wearing hats and sunglasses 
2374817.jpg,a city street with a clock tower and buildings 
2410674.jpg,a boat on a beach with a sky background 
2385150.jpg,a woman is holding a stuffed animal in her hand 
2349228.jpg,"a sign that says ""no parking"" on a pole "
2331387.jpg,a black cat sitting on a wooden desk 
2316738.jpg,giraffes and zebras are standing in a field 
2374803.jpg,a baseball player is swinging a bat at a ball 
2397540.jpg,an elephant is standing in the grass near trees 
2325494.jpg,a large jetliner sitting on top of an airport tarmac 
2398115.jpg,two women in a kitchen with a sink 
2381444.jpg,a man taking a picture of himself in a mirror 
2395431.jpg,a man sitting on a bench next to a woman 
2409457.jpg,a man on a skateboard doing a trick 
2408991.jpg,a man standing next to a baseball player 
2347577.jpg,a cup of coffee and a donut on a desk 
2408749.jpg,two elephants walking through a grassy area next to a river 
2361349.jpg,a young man kicking a soccer ball on a field 
2412856.jpg,a baseball player swinging a bat at a ball 
2334360.jpg,a bowl of oranges sitting on a table 
2365891.jpg,a man hitting a tennis ball with a tennis racquet 
2374744.jpg,a laptop computer sitting on top of a wooden desk 
2354494.jpg,a woman laying on a couch with a dog 
2396919.jpg,a ski slope with a large group of people 
2326770.jpg,a woman holding a cat on top of a woman 
2393875.jpg,a large jetliner sitting on top of an airport tarmac 
2376147.jpg,a woman and a man sitting at a table with pizza 
2320301.jpg,a skateboarder is doing a trick on a brick sidewalk 
2404946.jpg,a train on a track near a fence 
2372321.jpg,a frisbee game is being played in a park 
2362132.jpg,a little girl sitting at a table with a cake 
2344693.jpg,a man riding a skateboard on top of a cement bowl 
2364225.jpg,a man riding a skateboard down a ramp 
2399380.jpg,two men are eating hot dogs in a field 
2357837.jpg,a train on a track with a person standing on the other side 
2320467.jpg,a man is playing tennis on a court 
2379512.jpg,people sitting at a table with laptops 
2411393.jpg,a pair of scissors on a white cloth 
2370250.jpg,a group of men in suits posing for a picture 
2373771.jpg,a field full of people flying kites in the sky 
2321989.jpg,a man in a suit and tie standing in a field 
2395592.jpg,a tall building with a clock on the front 
2327320.jpg,two cell phones sitting on a table 
2378624.jpg,two men flying kites in the sky 
2365675.jpg,two bears are walking through the snow together 
2323620.jpg,a man standing on a grassy field flying a kite 
2389805.jpg,a baseball game in progress with a crowd watching 
2391086.jpg,a bowl of food with a sandwich and a cup of coffee 
2325245.jpg,"a bathroom with a toilet, sink, and bathtub "
2396931.jpg,a squadron of fighter jets flying through the sky 
2360719.jpg,two little girls flying a kite on a beach 
2337899.jpg,a train is pulling into a station with a platform 
2361407.jpg,a woman standing next to a refrigerator with a man standing next to it 
2317591.jpg,a woman brushing her teeth in a wooden room 
2331556.jpg,a man is windsurfing on a large body of water 
2378630.jpg,a display of vases on a table 
2321745.jpg,a boy is holding a baseball bat and a ball 
2399357.jpg,a herd of giraffes and a zebra standing in a field 
2403740.jpg,a clock tower with a clock on top 
2354331.jpg,a man jumping a skateboard over a crowd of people 
2321976.jpg,a pile of apples and other fruits on a table 
2401631.jpg,two giraffes standing next to each other on a grassy area 
2367923.jpg,a man standing in front of a bunch of bananas 
2349360.jpg,a man holding a tennis racquet on a tennis court 
2319557.jpg,a person on skis on a snowy slope 
2364594.jpg,a hot dog with mustard and ketchup on a plate 
2364580.jpg,a truck parked on the side of a road 
2349374.jpg,a baby elephant is laying down in the sand 
2339693.jpg,a person riding a surfboard on top of a wave 
2410728.jpg,a train is parked at a train station 
2407254.jpg,a bathroom with a toilet and a sink 
2370293.jpg,a bathroom with a toilet and a wall 
2349412.jpg,a man in a suit and tie standing next to a statue 
2399343.jpg,a snowboarder is in the air on a snowy mountain 
2321792.jpg,two people are rowing a canoe down a river 
2318113.jpg,a man sitting at a table with a plate of food 
2333396.jpg,a herd of zebra grazing on a dry grass field 
2414566.jpg,a white truck parked in front of a building 
2316880.jpg,a giraffe eating grass from a trough 
2356268.jpg,a man is playing tennis on a tennis court 
2317552.jpg,a beach with umbrellas and chairs and a beach with blue water 
2348056.jpg,a man riding a skateboard down a road 
2325286.jpg,a woman hitting a tennis ball with a tennis racket 
2380148.jpg,two people sitting on a bench in front of a large building 
2345572.jpg,a cat sitting under an umbrella on a table 
2374977.jpg,a man and a woman sitting at a table with pizza 
2381530.jpg,a man riding a wave on top of a surfboard 
2412665.jpg,a train is stopped at a train station 
2402476.jpg,a person holding a wii remote control 
2414214.jpg,a bowl of apples and oranges 
2357610.jpg,a man sitting at a table with a pizza 
2351261.jpg,a pizza sitting on top of a pizza pan 
2366142.jpg,a man standing on a beach holding a kite 
2369271.jpg,a basket filled with lots of different colored beads 
2356081.jpg,a train on a track near a train station 
2360533.jpg,a man riding a skateboard down a street 
2321209.jpg,a man with a laptop in his hand 
2373229.jpg,a snowboarder is in mid air while riding a snowboard 
2399828.jpg,a bottle of alcohol sitting on top of a table 
2322700.jpg,a herd of zebra standing next to a bunch of plants 
2405696.jpg,a woman is looking at a box of donuts 
2397805.jpg,a woman is playing tennis on a court 
2315812.jpg,a table with a glass of wine and a plate of food 
2325709.jpg,a young boy sitting at a table with a cake 
2413792.jpg,a living room with a tv and a couch 
2370046.jpg,a yellow sign with a yellow arrow pointing to a street 
2395960.jpg,cows are grazing in a field 
2336007.jpg,a man riding a wave on top of a surfboard 
2315806.jpg,a motorcycle parked on a dirt road 
2363748.jpg,a plate of food with a bottle of wine and a bottle of wine 
2335268.jpg,a young man throwing a baseball on a field 
2414957.jpg,a clock tower with a sky background 
2361639.jpg,a bed with a wooden headboard and a wooden headboard 
2317977.jpg,"a bedroom with a bed, desk, and lamp "
2326572.jpg,a television with a cartoon character on it 
2399814.jpg,a bed with a mirror and a dresser 
2368153.jpg,a train on a track with a train station 
2328211.jpg,a sheep grazing in a field with a grassy field 
2333157.jpg,a person sitting at a table with a plate of food 
2390830.jpg,a muffin tin with a bunch of muffins on top of it 
2387380.jpg,a large jetliner flying over a mountain range 
2320881.jpg,a bathroom with a toilet and sink with a mirror 
2328205.jpg,zebras are standing in a field 
2395784.jpg,a man riding a skateboard on top of a cement bowl 
2319966.jpg,a small plane on the beach 
2370708.jpg,a man walking on a beach with a surfboard 
2368147.jpg,a train on a track near a forest 
2321221.jpg,two girls are looking at their cell phones 
2412329.jpg,a man riding a motorcycle on a race track 
2345758.jpg,a table with a bunch of food on it 
2333816.jpg,a baby elephant is drinking from a watering hole 
2414758.jpg,a boat is docked in the water 
2364796.jpg,a baby and a woman are laying on a bed 
2354655.jpg,a man walking down the sidewalk next to a parking meter 
2316466.jpg,a man riding a skateboard down a sidewalk 
2356042.jpg,a woman sitting on a bench in a building 
2382575.jpg,a ski slope with a couple of people skiing 
2347629.jpg,a plate of food with fries and a side of meat 
2410258.jpg,a bed with a canopy and a canopy bedspread 
2415320.jpg,a man riding a skateboard down a street 
2396266.jpg,a train on a train track with a man standing on the platform 
2389352.jpg,a man on a skateboard doing a trick 
2405127.jpg,a man in a black shirt and sunglasses looking at a cell phone 
2396272.jpg,a woman sitting on a chair eating a piece of cake 
2349610.jpg,a fruit stand with a variety of fruits and vegetables 
2318339.jpg,a man riding a skateboard in the air 
2408403.jpg,a person flying a kite in the sky 
2392772.jpg,people are on a boat in the water 
2359365.jpg,a woman sitting at a table with two men 
2399627.jpg,a baseball player holding a bat on a field 
2389434.jpg,a donut sitting on a plate next to a glass of water 
2344452.jpg,a train traveling down a track near a forest 
2374591.jpg,"a kitchen counter with knives, knives, and utensils "
2327687.jpg,a red bus driving down a street next to tall buildings 
2322927.jpg,a church with a steeple and a white clock 
2405669.jpg,sheep are standing in a field 
2403218.jpg,"a protest with a sign that says ""stop the war"" "
2387357.jpg,a statue of a man holding an umbrella 
2402660.jpg,a skier is in the air while others watch 
2384886.jpg,a fire hydrant in the middle of a grassy area 
2341264.jpg,a row of parked motorcycles and a person on a skateboard 
2400077.jpg,a large white truck driving down a street 
2393322.jpg,a man in a suit and tie holding a microphone 
2410264.jpg,a highway filled with lots of cars and trucks 
2407718.jpg,a herd of sheep standing on top of a lush green field 
2395747.jpg,a clock tower with a clock on top of it 
2358721.jpg,a cake with a white frosting and flowers on it 
2397150.jpg,a vase with flowers in it sitting on a window sill 
2353674.jpg,giraffes standing next to each other 
2402674.jpg,a boy on a skateboard doing a trick on a rail 
2381732.jpg,a man flying a kite in a park 
2412301.jpg,a cat laying in a suitcase on the floor 
2355563.jpg,a herd of horses running along a beach 
2388716.jpg,a train traveling down train tracks next to trees 
2317988.jpg,a kitchen with a table and a sink 
2393450.jpg,a zebra standing in a dry grass field 
2345017.jpg,a person on a surfboard in the water 
2315620.jpg,a street scene with a red stop light 
2384893.jpg,a dirty bathroom with a toilet and a sink 
2370912.jpg,a train is on the tracks near a building 
2416166.jpg,a polar bear walking across a grassy area 
2393451.jpg,a man and woman sitting at a table 
2404562.jpg,a duck and a duckling swimming in the water 
2345771.jpg,"a sign that says ""no parking"" on a sidewalk "
2402107.jpg,people standing in front of a boat 
2352219.jpg,a woman standing in a field with an umbrella 
2406361.jpg,cows standing in a field 
2395034.jpg,a small refrigerator with a blanket on top of it 
2351710.jpg,a pizza sitting on top of a table next to a bowl of salad 
2400710.jpg,a sign that is on the side of a building 
2368191.jpg,a street sign on a pole with snow 
2358052.jpg,a man is snowboarding down a snowy hill 
2383130.jpg,a herd of elephants walking through a field 
2401368.jpg,a man riding a skateboard on top of a cement wall 
2395752.jpg,a bathroom with a toilet and a sink 
2333195.jpg,"a bathroom with a toilet, sink, and bathtub "
2385569.jpg,two men standing on a tennis court holding tennis racquets 
2359402.jpg,a street sign on a pole in front of a building 
2339490.jpg,two people sitting on a bench with luggage 
2374584.jpg,a stop sign with a solar panel on top 
2364797.jpg,a pizza sitting on top of a stove top 
2390170.jpg,a plate of food with eggs and bacon 
2403225.jpg,a baseball player swinging a bat at a ball 
2396267.jpg,a motorcycle parked on the side of a road 
2399154.jpg,a person para sailing on a large body of water 
2362480.jpg,a flock of seagulls standing on a beach 
2389347.jpg,a giraffe standing next to a fence 
2388059.jpg,a plate of food with a drink and a knife 
2394470.jpg,a clock tower with a flag on it 
2340147.jpg,a person with an umbrella on a street 
2347628.jpg,a plate of food with broccoli and rice 
2319032.jpg,a man is sitting on a skateboard while others watch 
2409708.jpg,a cat sitting on top of a tv 
2378433.jpg,a bear walking through a forest with trees 
2339309.jpg,a man sitting at a table with a laptop 
2335533.jpg,a refrigerator sitting outside of a building 
2380388.jpg,a young boy holding a stuffed animal 
2335255.jpg,a zebra laying down in a field 
2392954.jpg,a woman holding a bird in her hand 
2348282.jpg,women sitting on a bench 
2336748.jpg,a little girl sitting in a car with a teddy bear 
2362319.jpg,a bowl of cereal and a cell phone 
2388918.jpg,a man riding a skateboard on top of a ramp 
2325052.jpg,a person riding a horse in a field 
2338003.jpg,a man in a helmet is riding a motorcycle 
2361176.jpg,a bus is parked on the side of the road 
2395949.jpg,a man on a skateboard doing a trick 
2413787.jpg,a sheep with a bunch of sheep in it's mouth 
2401383.jpg,a white bird is standing on a toilet 
2339335.jpg,a police officer on a motorcycle with a yellow police car 
2417287.jpg,a baseball player is up to bat at a game 
2369264.jpg,a man riding a horse next to a train 
2366157.jpg,a man riding a horse on the beach 
2324364.jpg,a swimming pool with people in it 
2332506.jpg,a man on a skateboard in front of a fence 
2405697.jpg,a room with a television and a desk 
2404589.jpg,a kitchen with a white refrigerator and a black sink 
2364032.jpg,a woman wearing a hat and a hat 
2413793.jpg,a young man holding a tennis racket 
2315813.jpg,a cat is standing on top of a horse 
2334605.jpg,a statue of a man in a park 
2400506.jpg,"a plate of food with meat, potatoes, carrots and meatballs "
2368387.jpg,cows are standing in a fenced in area 
2382986.jpg,a cat sitting on a bed next to a bag of chips 
2395222.jpg,a herd of sheep grazing in a field 
2409522.jpg,a plate of food with vegetables and meat 
2347402.jpg,a man running on the beach with a frisbee 
2358522.jpg,a man on a skateboard doing a trick 
2404006.jpg,a motorcycle parked on the side of a road 
2388273.jpg,a woman wearing a helmet and holding a snowboard 
2403769.jpg,a plate of food with meat and vegetables 
2391722.jpg,a horse standing on top of a lush green field 
2409536.jpg,two men sitting at a table with a plate of food 
2323184.jpg,a woman standing on a beach looking at the ocean 
2406605.jpg,"a hospital room with a bed, a table and a television "
2410701.jpg,two girls sitting at a table with pizza 
2378180.jpg,a woman walking down a sidewalk holding an umbrella 
2392559.jpg,a street with many signs and buildings 
2381243.jpg,a parking meter on a sidewalk near a street 
2415679.jpg,a large group of people riding on top of a red bus 
2402305.jpg,a bed in a room with a wooden floor 
2367088.jpg,a cake with a white frosting on it 
2399424.jpg,a man is holding a cat in his arms 
2341729.jpg,a man holding an umbrella standing on a beach 
2405442.jpg,a man riding a skateboard up the side of a ramp 
2415651.jpg,a baseball player standing on a field with a glove 
2380175.jpg,a man is water skiing on a lake 
2354442.jpg,a young girl is riding a horse on the beach 
2386262.jpg,a dirty toilet in a dirty room with a broken wall 
2411351.jpg,a man is holding a surfboard while standing on a flooded street 
2356533.jpg,people sitting around a table with food 
2392203.jpg,a person standing on a bench near a mountain 
2394672.jpg,a park with people flying kites in the air 
2380607.jpg,a fire hydrant on a sidewalk in front of a store 
2413552.jpg,a woman in a wetsuit surfing on a wave 
2403741.jpg,a herd of zebra standing on top of a dry grass field 
2387168.jpg,a baseball game is being played in a stadium 
2352027.jpg,a man riding a surfboard on top of a wave 
2364595.jpg,a bench on a hill overlooking a valley 
2365853.jpg,a large boat is docked at a pier 
2318890.jpg,a dog is sitting in the back of a truck 
2408172.jpg,airplanes flying in formation in the sky 
2316665.jpg,a clock tower with a clock on it's side 
2393848.jpg,"a pizza with cheese, tomatoes, and onions "
2378157.jpg,a balcony with a window and a balcony with a balcony 
2393690.jpg,a cake with a train on it 
2367077.jpg,a person on a dirt bike in the middle of a race 
2415876.jpg,a man jumping up to catch a frisbee 
2334349.jpg,people in a pool with a blue and yellow raft 
2391939.jpg,a train on a train track with trees 
2408827.jpg,a hot dog with mustard and ketchup on a bun 
2330885.jpg,a train is traveling down the tracks near a forest 
2337126.jpg,"a living room with a couch, chair, and television "
2321750.jpg,a large white airplane parked on a parking lot 
2337132.jpg,two zebras are standing in a field 
2408833.jpg,a man in a blue shirt is using a cell phone 
2323147.jpg,a city street with a lot of traffic 
2377270.jpg,a bathroom with a white tub and a white toilet 
2382951.jpg,a woman and a child flying a kite in a park 
2354481.jpg,a boat with many different colored sails on it 
2405481.jpg,a cat eating a sandwich on a bed 
2410932.jpg,a small dog sitting on a window sill looking out 
2369066.jpg,a city street at night with a traffic light 
2406188.jpg,a man in a car with a cell phone 
2360724.jpg,a book with a mouse and a hat on it 
2328984.jpg,"a fruit stand with a sign that says ""fruit market"" "
2336562.jpg,a row of motorcycles parked on a street 
2411392.jpg,a man eating a donut while sitting at a desk 
2401181.jpg,a herd of giraffes walking across a dry grass field 
2373980.jpg,a man in a suit and tie holding a cell phone 
2352782.jpg,a black dog sitting on a wooden desk next to a tv 
2362641.jpg,a man is wind surfing in the ocean 
2332076.jpg,a plate of food with broccoli and other vegetables 
2406822.jpg,a man standing next to a train on a track 
2340386.jpg,a man and woman are riding on a red motorcycle 
2329330.jpg,a skier is standing in the snow 
2357822.jpg,a horse is standing on a rope in front of a building 
2369072.jpg,a man jumping in the air on a skateboard 
2376152.jpg,a giraffe standing in a field next to a fence 
2393860.jpg,a train on a track with people standing around 
2324172.jpg,a baseball player is up to bat at a game 
2398935.jpg,a woman is eating a sandwich at a table 
2343076.jpg,two men sitting on a couch playing a video game 
2397541.jpg,a cow standing on top of a boat in the water 
2353265.jpg,people sitting at a table with food 
2388461.jpg,a man in a field with a frisbee 
2409330.jpg,a man sitting at a desk with a laptop 
2392439.jpg,a street sign with a building 
2347210.jpg,two men standing in a bar with bottles of wine 
2383534.jpg,a young girl is sitting on a wooden bench with a cake 
2357003.jpg,a herd of zebras are walking across a dry grass field 
2359990.jpg,an elephant is standing in the water 
2412710.jpg,a cat is laying in a person's lap 
2391656.jpg,a young girl eating a slice of pizza 
2380983.jpg,"a plate of food with fish, vegetables and a fork "
2315556.jpg,a man sitting on a motorcycle next to a window 
2362906.jpg,a snowboarder is flying through the air while others watch 
2335686.jpg,a cat laying on the ground next to a bicycle tire 
2397227.jpg,a young girl holding a surfboard on a beach 
2412704.jpg,a black cat laying on top of a toilet 
2398114.jpg,a person on a snowboard in the air 
2359984.jpg,a clock tower with a clock on it's side 
2360863.jpg,a man riding a horse down a street 
2393733.jpg,people sitting around a table 
2404600.jpg,people riding on the backs of elephants 
2402271.jpg,a woman sitting on a bench in the middle of a mountain 
2412062.jpg,two people on bikes on a dirt road 
2411543.jpg,airplanes are parked on the runway 
2417132.jpg,a giraffe standing next to a tree 
2408012.jpg,a large green truck parked in a garage 
2398896.jpg,a sandwich on a plate with a side of fries 
2389743.jpg,a man and a dog are standing in the sand 
2396663.jpg,a man in a baseball uniform on a field 
2342354.jpg,a herd of sheep walking down a road 
2405250.jpg,a man standing next to a bus with a sign 
2387008.jpg,a city bus is parked on the side of the road 
2377489.jpg,a woman sitting on a couch with a man 
2400328.jpg,a man flying a kite on a beach 
2321817.jpg,a large boat is docked in the water 
2408760.jpg,a rusty old truck with a large paint job 
2373823.jpg,a train on a track near a train station 
2411231.jpg,two giraffes standing in a field of tall grass 
2346640.jpg,two people walking down a street holding umbrellas 
2390560.jpg,a table topped with stuffed animals and a teddy bear 
2344057.jpg,a hot dog with mustard and ketchup on a bun 
2413426.jpg,a large bunch of green bananas hanging from a tree 
2354522.jpg,a piece of food on a table 
2365927.jpg,a person on a snowboard in the snow 
2398882.jpg,a man is laying on a bed with a blue blanket 
2356335.jpg,a sheep and a lamb are standing in a field 
2409318.jpg,a man riding a motorcycle on a street 
2401744.jpg,a train is parked at a train station 
2410891.jpg,two birds standing on rocks near water 
2384273.jpg,people are gathered around a tent with kites flying overhead 
2341891.jpg,a dog laying on a bed with a blanket 
